,carpark_number,update_datetime,id,total_lots,lot_type,lots_available,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
220,SAM2,2021-04-11T23:14:53,207,1,H,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,SAM2,2021-04-11T23:14:53,207,122,Y,113,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492,0.073770492
222,TBM2,2021-04-11T23:17:00,208,243,C,51,0.761316872,0.761316872,0.761316872,0.761316872,0.761316872,0.761316872,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.732510288,0.695987654,0.695987654,0.695987654,0.695987654
223,TBM2,2021-04-11T23:17:00,208,1,H,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,TBM2,2021-04-11T23:17:00,208,72,Y,61,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,#VALUE!,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778,0.152777778
225,TJ34,2021-04-11T23:30:55,209,350,C,183,0.475714286,0.487142857,0.490714286,0.4925,0.491071429,0.489642857,0.481785714,0.424642857,0.335,0.248214286,0.205357143,0.188214286,0.183571429,0.192142857,0.185357143,0.176785714,0.185714286,0.197857143,0.227142857,0.296071429,0.352857143,0.395,0.423928571,0.457142857
226,U31,2021-04-11T23:30:33,210,348,C,183,0.504310345,0.516882184,0.52262931,0.524066092,0.528376437,0.530531609,0.515445402,0.461206897,0.390086207,0.338002874,0.296336207,0.269037356,0.262931034,0.27262931,0.275143678,0.275143678,0.288793103,0.306034483,0.346623563,0.420617816,0.458333333,0.466235632,0.475574713,0.505387931
227,BL13,2021-04-11T23:30:43,211,413,C,171,0.593825666,0.600786925,0.608656174,0.611985472,0.612590799,0.607142857,0.597154964,0.530266344,0.411924939,0.343523002,0.302663438,0.280569007,0.277542373,0.290556901,0.286319613,0.289346247,0.288135593,0.307506053,0.332627119,0.407687651,0.473365617,0.504842615,0.524515738,0.555387409
228,HG10,2021-04-11T23:29:28,212,228,C,37,0.733004386,0.731907895,0.735745614,0.739035088,0.72752193,0.731907895,0.729714912,0.752192982,0.795504386,0.819078947,0.819078947,0.856907895,0.894736842,0.972039474,0.845394737,0.790570175,0.744517544,0.770285088,0.802083333,0.865131579,0.95504386,0.890350877,0.768640351,0.726425439
229,W3,2018-12-20T03:59:43,213,1000,C,217,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783
230,BJ65,2021-04-11T23:30:29,214,224,C,33,0.860491071,0.880580357,0.901785714,0.914620536,0.91796875,0.922433036,0.91015625,0.791852679,0.625558036,0.5,0.434151786,0.414620536,0.390625,0.395089286,0.379464286,0.371651786,0.371651786,0.385602679,0.4375,0.51171875,0.604352679,0.678013393,0.748883929,0.799665179
231,CK19,2021-04-11T23:30:56,215,70,C,7,0.896428571,0.910714286,0.917857143,0.9125,0.919642857,0.925,0.896428571,0.841071429,0.791071429,0.833928571,0.791071429,0.7875,0.717857143,0.742857143,0.685714286,0.719642857,0.764285714,0.744642857,0.807142857,0.771428571,0.823214286,0.848214286,0.876785714,0.885714286
232,CK4,2021-04-11T23:30:34,216,10,C,2,0.9,0.8375,0.775,0.75,0.825,0.825,0.775,0.8,0.975,1,0.95,0.9,0.9625,0.95,0.875,0.975,0.8,0.825,0.825,0.8875,0.975,0.9125,0.9375,0.8625
233,CK42,2021-04-11T23:30:29,217,453,C,68,0.853752759,0.869757174,0.880242826,0.887693157,0.891556291,0.892108168,0.875,0.777593819,0.610651214,0.497240618,0.446743929,0.411699779,0.38714128,0.377483444,0.390728477,0.402869757,0.406456954,0.427980132,0.474337748,0.551324503,0.63107064,0.700607064,0.758278146,0.805187638
234,CK7,2021-04-11T23:30:39,218,298,C,185,0.371644295,0.376677852,0.386744966,0.389261745,0.388842282,0.386325503,0.384228188,0.340604027,0.308305369,0.303691275,0.295302013,0.306208054,0.280620805,0.295721477,0.271812081,0.282298658,0.279362416,0.281040268,0.278104027,0.303691275,0.347734899,0.361577181,0.347734899,0.353607383
235,TW1,2021-04-11T23:30:31,219,108,C,4,0.936342593,0.951388889,0.962962963,0.971064815,0.986111111,0.988425926,0.959490741,0.890046296,0.711805556,0.605324074,0.533564815,0.591435185,0.591435185,0.591435185,0.53125,0.502314815,0.503472222,0.52662037,0.645833333,0.738425926,0.842592593,0.920138889,0.907407407,0.927083333
236,TW2,2021-04-11T23:30:42,220,355,C,25,0.922887324,0.938732394,0.946478873,0.951760563,0.955985915,0.951760563,0.924295775,0.790492958,0.681690141,0.556690141,0.516549296,0.473943662,0.491901408,0.497535211,0.43556338,0.44471831,0.426056338,0.465492958,0.516549296,0.680633803,0.817605634,0.839788732,0.879577465,0.893309859
237,TW3,2021-04-11T23:30:48,221,338,C,88,0.729659763,0.73816568,0.744452663,0.757026627,0.767011834,0.767751479,0.768491124,0.689718935,0.635724852,0.545488166,0.464866864,0.442677515,0.427884615,0.460059172,0.403846154,0.373150888,0.399408284,0.44785503,0.528846154,0.625369822,0.712278107,0.764792899,0.759615385,0.741863905
238,BL18M,2016-02-04T18:15:45,222,353,C,286,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017,0.1898017
239,B16,2021-04-11T23:29:49,223,348,C,160,0.537356322,0.550287356,0.565732759,0.576508621,0.585488506,0.592672414,0.592313218,0.565014368,0.593390805,0.570043103,0.558548851,0.575071839,0.582255747,0.655172414,0.50933908,0.456537356,0.4375,0.442528736,0.489224138,0.554956897,0.58908046,0.57112069,0.554238506,0.539152299
240,B17,2021-04-11T23:29:23,224,392,C,154,0.618303571,0.623405612,0.630102041,0.637436224,0.638392857,0.648596939,0.66932398,0.646364796,0.65880102,0.600127551,0.546237245,0.551020408,0.613201531,0.707908163,0.5625,0.531568878,0.51307398,0.502869898,0.530612245,0.616709184,0.695153061,0.681760204,0.64317602,0.618303571
241,B20,2021-04-11T23:28:54,225,380,C,100,0.761513158,0.775328947,0.784210526,0.793421053,0.789473684,0.790789474,0.781907895,0.726973684,0.667434211,0.561842105,0.518092105,0.512828947,0.560197368,0.624342105,0.533223684,0.492434211,0.495723684,0.500657895,0.539144737,0.6375,0.721710526,0.755592105,0.752631579,0.760855263
242,B42,2021-04-11T23:28:09,226,121,C,57,0.560950413,0.480371901,0.463842975,0.47107438,0.463842975,0.48553719,0.5,0.481404959,0.570247934,0.644628099,0.689049587,0.730371901,0.780991736,0.814049587,0.747933884,0.70661157,0.707644628,0.777892562,0.909090909,0.94731405,0.953512397,0.876033058,0.689049587,0.585743802
243,B45,2021-04-11T23:29:20,227,68,C,30,0.577205882,0.579044118,0.523897059,0.523897059,0.549632353,0.599264706,0.724264706,0.830882353,0.955882353,0.966911765,0.965073529,0.977941176,0.919117647,0.987132353,0.895220588,0.792279412,0.821691176,0.773897059,0.818014706,0.801470588,0.832720588,0.897058824,0.722426471,0.608455882
244,B6,2021-04-11T23:29:29,228,578,C,494,0.131271626,0.114403114,0.109212803,0.111375433,0.099480969,0.102508651,0.112456747,0.13300173,0.18966263,0.243512111,0.304282007,0.37716263,0.461288927,0.533737024,0.504108997,0.47166955,0.421929066,0.403979239,0.428416955,0.472102076,0.469723183,0.401600346,0.252378893,0.171064014
245,B63,2021-04-11T23:29:05,229,100,C,37,0.7075,0.62875,0.57875,0.56875,0.5275,0.5525,0.555,0.64875,0.8575,0.9775,0.9625,0.96875,0.995,1,0.97875,0.99375,0.9925,1,1,1,1,1,0.9525,0.85125
246,B65,2021-04-11T23:29:28,230,743,C,190,0.750841184,0.761103634,0.765477793,0.770188425,0.769683715,0.765982503,0.757738896,0.687247645,0.588492598,0.46820323,0.401749664,0.378364738,0.387281292,0.410329744,0.448351279,0.39115074,0.395524899,0.409825034,0.438088829,0.506729475,0.585464334,0.637617766,0.697005384,0.743270525
247,B7,2021-04-11T23:29:07,231,85,C,40,0.579411765,0.533823529,0.492647059,0.498529412,0.497058824,0.529411765,0.575,0.667647059,0.866176471,0.870588235,0.952941176,0.988235294,1,0.997058824,0.994117647,0.988235294,0.995588235,0.988235294,0.983823529,0.988235294,1,0.983823529,0.780882353,0.664705882
248,B70,2021-04-11T23:29:37,232,39,C,21,0.445512821,0.442307692,0.448717949,0.442307692,0.451923077,0.455128205,0.458333333,0.403846154,0.352564103,0.375,0.544871795,0.628205128,0.650641026,0.701923077,0.644230769,0.759615385,0.689102564,0.657051282,0.487179487,0.362179487,0.419871795,0.423076923,0.426282051,0.403846154
249,B71,2021-04-11T23:29:22,233,236,C,108,0.52595339,0.536016949,0.540783898,0.546610169,0.544491525,0.547669492,0.549258475,0.511122881,0.483580508,0.415783898,0.395127119,0.379237288,0.384533898,0.365466102,0.351694915,0.367055085,0.353813559,0.369173729,0.389300847,0.409957627,0.457097458,0.479872881,0.507415254,0.519597458
250,B7A,2021-04-11T23:29:24,234,129,C,0,0.57751938,0.565891473,0.566860465,0.569767442,0.472868217,0.487403101,0.562984496,0.697674419,0.879844961,0.956395349,0.990310078,1,1,0.996124031,0.937015504,0.92248062,0.933139535,0.78003876,0.808139535,0.835271318,0.830426357,0.78875969,0.716085271,0.701550388
251,B8,2021-04-11T23:29:37,235,106,C,39,0.564858491,0.512971698,0.495283019,0.488207547,0.476415094,0.47759434,0.472877358,0.439858491,0.446933962,0.429245283,0.442216981,0.489386792,0.555424528,0.643867925,0.629716981,0.60259434,0.640330189,0.655660377,0.666273585,0.765330189,0.777122642,0.72995283,0.649764151,0.564858491
252,B80,2021-04-11T23:26:58,236,247,C,232,0.056680162,0.048582996,0.04757085,0.04757085,0.047064777,0.048076923,0.048582996,0.046052632,0.079959514,0.099190283,0.126518219,0.118421053,0.133097166,0.184210526,0.145242915,0.127024291,0.122975709,0.126012146,0.125506073,0.141700405,0.147267206,0.139676113,0.109817814,0.077935223
253,B84,2021-04-11T23:29:24,237,551,C,546,0.02676951,0.029038113,0.023593466,0.023820327,0.029038113,0.029264973,0.033802178,0.02654265,0.041969147,0.055807623,0.083711434,0.067377495,0.069872958,0.08915608,0.049455535,0.028130672,0.05331216,0.064655172,0.045598911,0.027450091,0.021778584,0.014065336,0.010889292,0.010662432
254,B88M,2015-03-03T05:02:19,238,120,C,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,B90,2015-03-03T05:02:19,239,75,C,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,B90M,2015-03-03T05:02:19,240,75,C,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,CC5,2021-04-11T23:29:15,241,104,C,54,0.527644231,0.516826923,0.512019231,0.512019231,0.534855769,0.524038462,0.513221154,0.424278846,0.466346154,0.439903846,0.441105769,0.455528846,0.530048077,0.582932692,0.493990385,0.491586538,0.459134615,0.478365385,0.543269231,0.603365385,0.650240385,0.585336538,0.504807692,0.492788462
258,CC6,2021-04-11T23:29:22,242,57,C,50,0.157894737,0.131578947,0.118421053,0.114035088,0.13377193,0.105263158,0.149122807,0.236842105,0.412280702,0.502192982,0.471491228,0.515350877,0.671052632,0.664473684,0.581140351,0.546052632,0.61622807,0.565789474,0.583333333,0.646929825,0.646929825,0.537280702,0.36622807,0.239035088
259,B30,2021-04-11T23:28:17,243,341,C,66,0.846041056,0.869501466,0.876466276,0.886730205,0.884530792,0.870967742,0.84457478,0.779692082,0.730938416,0.610337243,0.563049853,0.55388563,0.568548387,0.612536657,0.531158358,0.524560117,0.536656891,0.567815249,0.612170088,0.723240469,0.792155425,0.844208211,0.845674487,0.860703812
260,B31,2021-04-11T23:29:28,244,414,C,186,0.531400966,0.534722222,0.542874396,0.553442029,0.549818841,0.548611111,0.54076087,0.501509662,0.452898551,0.391304348,0.337258454,0.335748792,0.40428744,0.42602657,0.345108696,0.301328502,0.308272947,0.327596618,0.35326087,0.395229469,0.441727053,0.452596618,0.470108696,0.501811594
261,TJ28,2021-04-11T23:30:53,245,755,C,436,0.416556291,0.42218543,0.428807947,0.431622517,0.429966887,0.430629139,0.425331126,0.38807947,0.317218543,0.254801325,0.220033113,0.211092715,0.203476821,0.206788079,0.206622517,0.19884106,0.19718543,0.204801325,0.229801325,0.282119205,0.327483444,0.346357616,0.368543046,0.399172185
262,TJ31,2021-04-11T23:30:29,246,833,C,312,0.630102041,0.641056423,0.646458583,0.650960384,0.658613445,0.657262905,0.649459784,0.585684274,0.466986795,0.361944778,0.31212485,0.280912365,0.261554622,0.263505402,0.263505402,0.270558223,0.278961585,0.287214886,0.316026411,0.393007203,0.458283313,0.518007203,0.56107443,0.606542617
263,TJ37,2019-12-01T08:28:01,247,384,C,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,TJSF,2018-08-28T17:22:10,248,842,C,829,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943,0.01543943
265,AM16,2021-04-11T23:21:14,249,115,C,51,0.572826087,0.6,0.609782609,0.613043478,0.617391304,0.630434783,0.626086957,0.517391304,0.42173913,0.341304348,0.247826087,0.227173913,0.229347826,0.223913043,0.233695652,0.241304348,0.25,0.243478261,0.272826087,0.293478261,0.336956522,0.393478261,0.439130435,0.519565217
266,AM32,2021-04-11T23:21:40,250,91,C,0,0.980769231,0.986263736,0.986263736,0.986263736,0.987637363,0.982142857,0.943681319,0.850274725,0.671703297,0.553571429,0.467032967,0.446428571,0.416208791,0.396978022,0.418956044,0.416208791,0.43543956,0.465659341,0.532967033,0.587912088,0.668956044,0.707417582,0.820054945,0.93543956
267,BJ2,2021-04-11T23:30:36,251,385,C,27,0.942857143,0.964935065,0.973051948,0.975324675,0.975649351,0.973051948,0.958441558,0.847077922,0.669480519,0.554545455,0.457792208,0.439935065,0.433116883,0.430844156,0.434415584,0.436038961,0.430519481,0.462987013,0.525,0.649350649,0.765584416,0.807792208,0.850324675,0.902922078
268,CK48,2021-04-11T23:30:54,252,287,C,94,0.673780488,0.681620209,0.682055749,0.682926829,0.68510453,0.68510453,0.679006969,0.599303136,0.487804878,0.403745645,0.368466899,0.351480836,0.325783972,0.316202091,0.300087108,0.31533101,0.324912892,0.340156794,0.368902439,0.452526132,0.533101045,0.56271777,0.616289199,0.653745645
269,BE8,2021-04-11T23:21:57,253,544,C,267,0.498621324,0.500229779,0.501378676,0.503676471,0.506663603,0.509420956,0.509420956,0.480698529,0.501838235,0.445082721,0.431755515,0.408547794,0.415900735,0.436121324,0.429457721,0.374310662,0.369255515,0.387178309,0.402113971,0.426470588,0.492417279,0.5078125,0.500459559,0.515625
270,SE11,2021-04-11T23:21:33,254,198,C,98,0.542929293,0.539141414,0.539141414,0.555555556,0.553661616,0.578914141,0.625631313,0.662878788,0.809343434,0.917929293,0.971590909,0.998106061,0.996843434,1,0.992424242,0.982954545,0.968434343,0.946969697,0.904671717,0.939393939,0.982323232,0.933080808,0.758838384,0.586489899
271,SE20,2021-04-11T23:21:49,255,548,C,522,0.045620438,0.04379562,0.04379562,0.042198905,0.041514599,0.045620438,0.04790146,0.04995438,0.05725365,0.078923358,0.116332117,0.159671533,0.255018248,0.397354015,0.426779197,0.355839416,0.333029197,0.286268248,0.255702555,0.263229927,0.28649635,0.243156934,0.138458029,0.051551095
272,SE21,2021-04-11T23:21:49,256,29,C,21,0.24137931,0.202586207,0.168103448,0.219827586,0.224137931,0.237068966,0.331896552,0.504310345,0.74137931,0.784482759,0.831896552,0.801724138,0.935344828,0.99137931,0.961206897,0.939655172,0.810344828,0.831896552,0.892241379,0.926724138,0.922413793,0.836206897,0.702586207,0.409482759
273,SE22,2021-04-11T23:21:49,257,20,C,8,0.525,0.39375,0.375,0.4,0.3125,0.4375,0.39375,0.45625,0.55625,0.7,0.7875,0.81875,0.9,0.9625,0.9625,0.9125,0.89375,0.90625,0.875,0.8875,0.8875,0.875,0.8375,0.7125
274,SE23,2021-04-11T23:20:13,258,185,C,148,0.202702703,0.195945946,0.189189189,0.189864865,0.188513514,0.196621622,0.196621622,0.209459459,0.216216216,0.253378378,0.316216216,0.338513514,0.361486486,0.366216216,0.345945946,0.345945946,0.325675676,0.334459459,0.310135135,0.287837838,0.290540541,0.271621622,0.212162162,0.186486486
275,SE24,2021-04-11T23:21:45,259,167,C,134,0.181886228,0.159431138,0.142215569,0.130239521,0.116017964,0.116017964,0.130988024,0.15494012,0.353293413,0.517215569,0.569610778,0.722305389,0.99251497,1,0.999251497,0.973802395,0.91991018,0.92739521,1,1,1,1,0.788922156,0.348802395
276,SE53,2021-04-11T23:21:56,260,309,C,282,0.077265372,0.078074434,0.076860841,0.078074434,0.076456311,0.076860841,0.078074434,0.071197411,0.080501618,0.111650485,0.160598706,0.207928803,0.221278317,0.25,0.234223301,0.192152104,0.174352751,0.150889968,0.122977346,0.127831715,0.151699029,0.146440129,0.117313916,0.083737864
277,SM9A,2016-04-25T17:56:45,261,19,C,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,SM9B,2016-04-25T17:56:46,262,28,C,2,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429
279,FR4M,2021-04-11T23:19:03,263,91,C,35,0.561813187,0.561813187,0.561813187,0.561813187,0.561813187,0.561813187,0.568681319,0.568681319,0.568681319,0.568681319,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333,0.551417333
280,FR4M,2021-04-11T23:19:03,263,50,H,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,FR4M,2021-04-11T23:19:03,263,23,Y,17,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,#VALUE!,0.260869565,0.260869565,0.260869565,0.260869565,#VALUE!,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565,0.260869565
282,BJ31,2021-04-11T23:30:46,264,88,C,2,0.944602273,0.964488636,0.974431818,0.980113636,0.978693182,0.970170455,0.9375,0.842329545,0.671875,0.507102273,0.410511364,0.397727273,0.382102273,0.376420455,0.367897727,0.363636364,0.348011364,0.373579545,0.431818182,0.569602273,0.698863636,0.764204545,0.836647727,0.916193182
283,BJ32,2021-04-11T23:30:42,265,484,C,269,0.444214876,0.455578512,0.461002066,0.463326446,0.462035124,0.460485537,0.447572314,0.386363636,0.30268595,0.240702479,0.207386364,0.198605372,0.188791322,0.190599174,0.196797521,0.201188017,0.202995868,0.211518595,0.235278926,0.282024793,0.329803719,0.368285124,0.392561983,0.42071281
284,BJ34,2021-04-11T23:30:42,266,140,C,42,0.725892857,0.755357143,0.783035714,0.797321429,0.79375,0.791964286,0.772321429,0.620535714,0.457142857,0.382142857,0.329464286,0.30625,0.286607143,0.290178571,0.298214286,0.291964286,0.31875,0.372321429,0.404464286,0.508035714,0.54375,0.59375,0.6375,0.709821429
285,BJ35,2021-04-11T23:30:36,267,140,C,43,0.734821429,0.764285714,0.773214286,0.774107143,0.778571429,0.779464286,0.751785714,0.647321429,0.495535714,0.394642857,0.308035714,0.300892857,0.301785714,0.309821429,0.308035714,0.320535714,0.322321429,0.323214286,0.373214286,0.44375,0.541964286,0.595535714,0.639285714,0.691964286
286,BJ36,2021-04-11T23:30:31,268,140,C,35,0.799107143,0.824107143,0.835714286,0.8375,0.842857143,0.846428571,0.834821429,0.705357143,0.534821429,0.391071429,0.317857143,0.296428571,0.301785714,0.291964286,0.284821429,0.309821429,0.311607143,0.352678571,0.405357143,0.474107143,0.570535714,0.6375,0.700892857,0.772321429
287,BJ37,2021-04-11T23:30:37,269,512,C,258,0.511474609,0.520507813,0.527832031,0.530273438,0.530517578,0.530517578,0.519287109,0.456298828,0.354492188,0.297851563,0.268066406,0.245605469,0.233886719,0.228027344,0.223388672,0.222900391,0.23046875,0.237792969,0.256591797,0.309082031,0.369140625,0.418457031,0.467285156,0.497314453
288,TP31,2021-04-11T23:20:36,270,50,C,0,0.995,1,1,1,1,1,0.9925,0.9975,0.9975,1,1,1,1,1,0.9925,0.9825,1,0.9925,0.9975,1,0.9925,1,1,1
289,BJ38,2021-04-11T23:30:53,271,216,C,99,0.517083333,0.518240741,0.525412458,0.527375842,0.532811448,0.536635101,0.52148569,0.439414983,0.326527778,0.276801347,0.221866582,0.211574074,0.207771465,0.203947811,0.195061027,0.206365741,0.202232744,0.214034091,0.247784091,0.31243266,0.375345118,0.425608165,0.446771886,0.478827862
290,BJ39,2021-04-11T23:30:39,272,550,C,322,0.420454545,0.430227273,0.435681818,0.438636364,0.442954545,0.442954545,0.432954545,0.3675,0.272727273,0.218636364,0.183636364,0.163636364,0.155909091,0.160227273,0.164545455,0.165227273,0.170681818,0.182954545,0.205909091,0.2575,0.307727273,0.346818182,0.374545455,0.399772727
291,BJ40,2021-04-11T23:30:39,273,585,C,232,0.619871795,0.635470085,0.640811966,0.642735043,0.646367521,0.635042735,0.618589744,0.530982906,0.425213675,0.347863248,0.285683761,0.259401709,0.25,0.239316239,0.236752137,0.244444444,0.252991453,0.270726496,0.321367521,0.393589744,0.468589744,0.519230769,0.567094017,0.597435897
292,CK38,2021-04-11T23:30:46,274,278,C,36,0.825539568,0.836780576,0.84442446,0.84307554,0.90557554,0.896133094,0.876348921,0.759442446,0.536420863,0.428057554,0.356115108,0.333633094,0.330485612,0.341726619,0.360161871,0.381744604,0.394784173,0.40647482,0.430305755,0.539118705,0.663219424,0.721223022,0.745053957,0.813399281
293,A38,2021-04-11T23:21:59,275,938,C,443,0.541977612,0.542643923,0.550506397,0.550506397,0.553704691,0.55956823,0.560234542,0.525053305,0.505730277,0.50533049,0.467350746,0.470149254,0.487206823,0.503864606,0.499866738,0.454557569,0.440565032,0.443097015,0.455890192,0.512526652,0.58075693,0.597414712,0.55836887,0.534648188
294,A43,2021-04-11T23:20:17,276,141,C,0,1,1,0.997340426,1,1,1,1,0.981382979,0.859929078,0.728723404,0.630319149,0.57535461,0.546099291,0.518617021,0.515957447,0.560283688,0.586879433,0.609042553,0.610815603,0.70035461,0.836879433,0.906028369,0.970744681,1
295,CK8,2021-04-11T23:30:42,277,750,C,0,0.727300275,0.688050964,0.740482094,0.741826446,0.744192837,0.743865014,0.73826584,0.700769972,0.612849862,0.510433884,0.46019146,0.44919146,0.44919146,0.405009642,0.455858127,0.412676309,0.474863636,0.482363636,0.519530303,0.578530303,0.623530303,0.631530303,0.652530303,0.668530303
296,CK8A,2021-04-11T23:30:52,278,373,C,230,0.26579256,0.268468178,0.270138433,0.27247893,0.273151845,0.271811363,0.267460142,0.248403721,0.191824482,0.173414238,0.163376661,0.160360576,0.155668887,0.154998645,0.154328404,0.15734449,0.162036179,0.165387385,0.170079074,0.187840468,0.206942345,0.221687653,0.230065669,0.236768082
297,CK39,2021-04-11T23:30:41,279,373,C,0,0.664281437,0.666798278,0.668129366,0.668857285,0.666425274,0.667735778,0.666488273,0.65364022,0.58808008,0.520745006,0.489234336,0.549805398,0.538804337,0.538850825,0.478029865,0.479798446,0.482931924,0.495737413,0.528300303,0.596317419,0.65468694,0.696151263,0.710585866,0.721661904
298,CK41,2021-04-11T23:30:37,280,444,C,0,0.589706197,0.5998729,0.601151066,0.60199566,0.603135316,0.600735533,0.589549647,0.542558363,0.448023038,0.378781743,0.33449883,0.322200347,0.315725122,0.440631636,0.363930077,0.366611391,0.376871508,0.398746573,0.42682435,0.469868395,0.542863015,0.580853021,0.611607603,0.643340781
299,CK46,2021-04-11T23:30:28,281,500,C,111,0.794,0.8065,0.82075,0.82875,0.8315,0.8295,0.81525,0.71825,0.56625,0.46525,0.39475,0.366,0.356,0.38225,0.365,0.3475,0.356,0.3745,0.4345,0.54625,0.6455,0.6935,0.72625,0.753
300,CK47,2020-11-03T08:46:36,282,695,C,533,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525,0.233093525
301,SE32,2021-04-11T23:21:33,283,396,C,18,0.961174242,0.985479798,0.994949495,0.997790404,0.997474747,0.992424242,0.96875,0.861111111,0.664141414,0.531881313,0.449494949,0.414457071,0.406881313,0.398358586,0.444444444,0.436237374,0.4375,0.45770202,0.5,0.540088384,0.663510101,0.758522727,0.849747475,0.910353535
302,SE33,2021-04-11T23:21:40,284,302,C,29,0.91763245,0.930463576,0.944122517,0.949503311,0.947847682,0.950331126,0.937913907,0.830298013,0.664321192,0.564983444,0.504139073,0.471854305,0.454470199,0.411423841,0.478890728,0.419288079,0.439569536,0.473096026,0.541390728,0.614652318,0.682533113,0.745033113,0.807119205,0.891556291
303,SE39,2021-04-11T23:21:40,285,199,C,60,0.736180905,0.761934673,0.77701005,0.782663317,0.787688442,0.79459799,0.787060302,0.741834171,0.646356784,0.611180905,0.528266332,0.499371859,0.469221106,0.461683417,0.459170854,0.440954774,0.430904523,0.452261307,0.445979899,0.496231156,0.563442211,0.619346734,0.661432161,0.722361809
304,BJ43,2021-04-11T23:28:27,286,1004,C,635,0.359437251,0.362798805,0.366658367,0.368899402,0.371638446,0.372136454,0.360433267,0.327315737,0.251743028,0.204432271,0.179407371,0.175049801,0.167953187,0.168575697,0.166708167,0.168949203,0.176294821,0.186503984,0.208291833,0.25373506,0.288969124,0.309511952,0.324078685,0.340512948
305,CK22,2021-04-06T13:44:21,287,753,C,606,0.367197875,0.37184595,0.374003984,0.375,0.368359894,0.368525896,0.364209827,0.336985392,0.285192563,0.24750996,0.226925631,0.198373174,0.196215139,0.224269588,0.204515272,0.212317397,0.227423639,0.216135458,0.229913679,0.267264276,0.317895086,0.306606906,0.32685923,0.316069057
306,CK36,2021-04-11T23:30:43,288,420,C,0,0.62383087,0.629157225,0.633529146,0.635027504,0.634565681,0.634401478,0.631815271,0.5945,0.512757389,0.445844417,0.418432677,0.409658046,0.399672414,0.394920772,0.395372332,0.400175287,0.403880131,0.405686371,0.434042282,0.47209647,0.504926929,0.538650246,0.571090722,0.593319787
307,CK37,2021-04-06T11:24:17,289,450,C,351,0.456111111,0.466111111,0.471111111,0.477222222,0.482222222,0.481111111,0.473888889,0.4325,0.331666667,0.252222222,0.212777778,0.165833333,0.155833333,0.194722222,0.180277778,0.171944444,0.209166667,0.191111111,0.230555556,0.291666667,0.358611111,0.349166667,0.407777778,0.407222222
