,carpark_number,update_datetime,id,total_lots,lot_type,lots_available,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
40,BE40,2019-06-18T10:58:35,40,339,C,201,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646,0.407079646
41,RCB,2017-03-31T12:00:21,41,320,C,181,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375,0.434375
42,CR29,2021-04-10T23:49:04,42,56,C,0,0.991071429,0.995535714,0.993303571,0.995535714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986607143
43,KLM,2021-04-10T23:49:10,43,352,C,283,0.204190341,0.202059659,0.196732955,0.196377841,0.19921875,0.200639205,0.202414773,0.200284091,0.205610795,0.224431818,0.268465909,0.331321023,0.424360795,0.518110795,0.520951705,0.474076705,0.3984375,0.365411932,0.346235795,0.361505682,0.327059659,0.268465909,0.228338068,0.19921875
44,SE34,2021-04-10T23:50:11,44,270,C,24,0.908333333,0.943981481,0.970833333,0.979166667,0.971296296,0.9625,0.958333333,0.928703704,0.84537037,0.835648148,0.817592593,0.75,0.765740741,0.702314815,0.671296296,0.747222222,0.721759259,0.726851852,0.700462963,0.701851852,0.714814815,0.765277778,0.843055556,0.901851852
45,KB7,2021-04-10T23:50:29,45,65,C,50,0.244230769,0.225,0.242307692,0.294230769,0.330769231,0.336538462,0.426923077,0.551923077,0.803846154,0.95,0.967307692,0.994230769,1,0.986538462,0.951923077,0.928846154,0.807692308,0.830769231,0.915384615,0.982692308,0.942307692,0.678846154,0.380769231,0.25
46,SE31,2021-04-10T23:50:30,46,195,C,17,0.933333333,0.942948718,0.946153846,0.948076923,0.979487179,0.981410256,0.971794872,0.938461538,0.894871795,0.821153846,0.752564103,0.703205128,0.680769231,0.700641026,0.715384615,0.744871795,0.783333333,0.813461538,0.815384615,0.837179487,0.871794872,0.901923077,0.938461538,0.942948718
47,J56,2021-04-10T23:47:36,47,15,C,9,0.541666667,0.358333333,0.3,0.275,0.191666667,0.191666667,0.2,0.216666667,0.366666667,0.783333333,0.95,0.983333333,0.991666667,0.966666667,0.983333333,0.9,0.958333333,0.825,0.841666667,0.883333333,0.908333333,0.816666667,0.658333333,0.658333333
48,J57,2021-04-10T23:50:13,48,362,C,332,0.09910221,0.082872928,0.076657459,0.072859116,0.070441989,0.072859116,0.074240331,0.089779006,0.106008287,0.249309392,0.571477901,0.757941989,0.853936464,0.907803867,0.902969613,0.859116022,0.798687845,0.751726519,0.664364641,0.571823204,0.457527624,0.303867403,0.130524862,0.079765193
49,J57L,2021-04-10T23:50:13,49,13,C,11,0.201923077,0.182692308,0.144230769,0.163461538,0.201923077,0.192307692,0.269230769,0.451923077,0.298076923,0.490384615,0.519230769,0.798076923,0.769230769,0.711538462,0.644230769,0.701923077,0.625,0.605769231,0.634615385,0.538461538,0.490384615,0.528846154,0.471153846,0.269230769
50,J33,2021-04-10T23:50:09,50,111,C,26,0.806306306,0.82545045,0.841216216,0.86036036,0.879504505,0.870495495,0.86036036,0.828828829,0.80518018,0.777027027,0.717342342,0.686936937,0.711711712,0.760135135,0.742117117,0.773648649,0.782657658,0.787162162,0.80518018,0.798423423,0.778153153,0.774774775,0.814189189,0.824324324
51,J34,2021-04-10T23:47:00,51,123,C,44,0.673780488,0.696138211,0.703252033,0.716463415,0.713414634,0.724593496,0.718495935,0.703252033,0.655487805,0.642276423,0.697154472,0.722560976,0.680894309,0.644308943,0.638211382,0.648373984,0.650406504,0.631097561,0.606707317,0.635162602,0.646341463,0.667682927,0.677845528,0.704268293
52,BL8,2021-04-10T23:49:50,52,689,C,296,0.57637881,0.581640058,0.575834543,0.586357039,0.60722061,0.623367199,0.652213353,0.727685051,0.846516691,0.950471698,0.94212627,0.975507983,0.986211901,0.939767779,0.877902758,0.831095791,0.812227866,0.817307692,0.879172714,0.890602322,0.862481858,0.782111756,0.66745283,0.584542816
53,J36,2021-04-10T23:50:32,53,482,C,89,0.827282158,0.83973029,0.849844398,0.863070539,0.873184647,0.878630705,0.873443983,0.835062241,0.804719917,0.760114108,0.722510373,0.680238589,0.640819502,0.635114108,0.639263485,0.635373444,0.650155602,0.665975104,0.69216805,0.724325726,0.744294606,0.774377593,0.813018672,0.834802905
54,J54,2021-04-10T23:50:08,54,226,C,116,0.480641593,0.463495575,0.428650442,0.424778761,0.41869469,0.428097345,0.471792035,0.54590708,0.70409292,0.845132743,0.914823009,0.919800885,0.936946903,0.917588496,0.83960177,0.790929204,0.721238938,0.773783186,0.808075221,0.814712389,0.818584071,0.706858407,0.512168142,0.457964602
