,carpark_number,update_datetime,id,total_lots,lot_type,lots_available,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
56,J43,2021-04-15T23:28:54,56,190,C,40,0.778289474,0.805921053,0.823026316,0.840789474,0.835526316,0.830921053,0.815789474,0.736184211,0.588815789,0.455263158,0.420394737,0.398684211,0.392105263,0.396710526,0.388815789,0.378289474,0.382236842,0.398026316,0.425657895,0.471710526,0.578947368,0.6,0.6375,0.683552632
57,J46,2021-04-15T23:29:07,57,63,C,35,0.454365079,0.454365079,0.396825397,0.420634921,0.452380952,0.498015873,0.615079365,0.736111111,0.958333333,0.950396825,0.990079365,1,0.996031746,0.996031746,0.984126984,0.986111111,0.986111111,0.932539683,0.998015873,0.956349206,0.986111111,0.962301587,0.83531746,0.579365079
58,KB1,2021-04-15T20:02:38,58,239,C,32,0.830543933,0.842050209,0.846757322,0.848849372,0.856694561,0.859309623,0.845711297,0.801778243,0.732217573,0.716527197,0.713389121,0.747384937,0.782949791,0.853033473,0.773012552,0.737447699,0.679916318,0.72123431,0.740062762,0.770920502,0.870292887,0.89748954,0.836297071,0.783995816
59,GBM,2021-04-15T20:02:38,59,677,C,401,0.493722304,0.507385524,0.518463811,0.524187592,0.525480059,0.527511078,0.524002954,0.480612999,0.436299852,0.39937223,0.378508124,0.354874446,0.345642541,0.341026588,0.336225997,0.337703102,0.343426883,0.345457903,0.350258493,0.351735598,0.367060561,0.388847858,0.415805022,0.456610044
60,SE14,2021-04-15T23:29:54,60,187,C,41,0.756684492,0.788101604,0.804812834,0.812165775,0.798128342,0.798796791,0.794786096,0.709893048,0.668449198,0.609625668,0.550802139,0.514705882,0.524064171,0.542112299,0.469919786,0.457887701,0.445187166,0.495320856,0.506016043,0.58355615,0.604278075,0.653743316,0.665775401,0.671122995
61,SE50,2021-04-15T23:29:54,61,591,C,337,0.41391709,0.425761421,0.435913706,0.442470389,0.440989848,0.440989848,0.442047377,0.400169205,0.342005076,0.301395939,0.282360406,0.268824027,0.254864636,0.250211506,0.255076142,0.26607445,0.277707276,0.28320643,0.284263959,0.296319797,0.316201354,0.329526227,0.349830795,0.380287648
62,J40,2021-04-15T23:28:09,62,206,C,39,0.846480583,0.876820388,0.899878641,0.910194175,0.90473301,0.891990291,0.88288835,0.748786408,0.621359223,0.558252427,0.534587379,0.526699029,0.538228155,0.609830097,0.506674757,0.518203883,0.506067961,0.54368932,0.582524272,0.675970874,0.783373786,0.80461165,0.825242718,0.804004854
63,JM1,2021-04-15T23:29:23,63,341,C,173,0.481671554,0.494134897,0.495601173,0.501099707,0.501099707,0.500733138,0.498533724,0.45931085,0.385997067,0.346407625,0.295821114,0.264662757,0.244868035,0.24340176,0.240835777,0.265029326,0.266129032,0.265762463,0.273826979,0.28702346,0.319648094,0.348240469,0.384897361,0.426319648
64,J32,2021-04-15T23:29:23,64,199,C,65,0.636306533,0.655778894,0.656407035,0.663944724,0.661432161,0.657035176,0.63379397,0.549623116,0.432160804,0.384422111,0.338567839,0.341708543,0.349874372,0.346733668,0.362437186,0.364321608,0.342336683,0.396984925,0.429648241,0.494974874,0.525125628,0.550879397,0.569095477,0.604899497
65,A11,2021-04-15T23:29:43,65,368,C,126,0.65455163,0.65625,0.65625,0.671195652,0.644021739,0.654211957,0.682065217,0.6875,0.80638587,0.767663043,0.741508152,0.697350543,0.711616848,0.754415761,0.567934783,0.488451087,0.454483696,0.458559783,0.476902174,0.516644022,0.602921196,0.614809783,0.626358696,0.621263587
66,TR1,2021-04-15T20:01:58,66,391,C,146,0.679028133,0.685421995,0.691815857,0.695332481,0.694693095,0.695332481,0.684462916,0.658248082,0.605179028,0.560102302,0.543797954,0.545716113,0.54028133,0.54859335,0.545396419,0.553388747,0.543478261,0.548273657,0.522378517,0.562340153,0.60230179,0.625,0.623081841,0.63842711
67,JBM,2021-04-15T23:30:00,67,342,C,214,0.397660819,0.408260234,0.411915205,0.418494152,0.41630117,0.414473684,0.406067251,0.376461988,0.334064327,0.305555556,0.264619883,0.258040936,0.24744152,0.246345029,0.243421053,0.254020468,0.254751462,0.259868421,0.259868421,0.251096491,0.267178363,0.283260234,0.301169591,0.332967836
68,TE2,2021-04-15T23:30:16,68,213,C,128,0.396713615,0.432511737,0.439553991,0.44600939,0.455399061,0.46185446,0.455985915,0.420187793,0.384389671,0.348591549,0.313380282,0.301643192,0.296948357,0.278755869,0.269366197,0.25528169,0.263497653,0.274061033,0.269953052,0.291079812,0.336267606,0.33157277,0.353873239,0.370305164
69,CR31,2021-04-15T20:02:06,69,92,C,2,0.976902174,0.95923913,0.967391304,0.964673913,0.980978261,0.985054348,0.951086957,0.888586957,0.850543478,0.845108696,0.862771739,0.899456522,0.913043478,0.94701087,0.922554348,0.903532609,0.907608696,0.921195652,0.866847826,0.922554348,0.9375,0.948369565,0.961956522,0.957880435
70,J1,2021-04-15T23:28:23,70,368,C,125,0.654211957,0.6640625,0.674932065,0.677309783,0.673913043,0.675271739,0.666440217,0.630434783,0.500339674,0.397758152,0.358016304,0.367527174,0.368206522,0.37330163,0.378057065,0.373641304,0.380774457,0.388586957,0.40455163,0.447690217,0.531929348,0.551970109,0.580502717,0.608016304
71,J2,2021-04-15T23:28:33,71,200,C,67,0.615,0.63125,0.638125,0.6475,0.641875,0.6375,0.610625,0.56,0.420625,0.34375,0.31625,0.323125,0.308125,0.31875,0.334375,0.37125,0.3775,0.37875,0.4175,0.4575,0.50375,0.54125,0.549375,0.585
72,J3,2021-04-15T23:28:18,72,308,C,99,0.650568182,0.661525974,0.66112013,0.672483766,0.670048701,0.668831169,0.659496753,0.58887987,0.459821429,0.385957792,0.342532468,0.332386364,0.331574675,0.333603896,0.334415584,0.338068182,0.35349026,0.355519481,0.350243506,0.423295455,0.473214286,0.493912338,0.54586039,0.593344156
73,T37,2021-04-15T23:26:09,73,1174,C,372,0.679940375,0.689948893,0.703577513,0.708368825,0.713798978,0.714331346,0.701448041,0.647785349,0.562287053,0.48370954,0.434305792,0.416631175,0.412159284,0.431537479,0.424936116,0.413969336,0.420570698,0.431963373,0.458262351,0.514160988,0.58560477,0.617759796,0.627022998,0.641183986
74,KB3,2021-04-15T20:01:10,74,149,C,12,0.687080537,0.691275168,0.688758389,0.696308725,0.695469799,0.704697987,0.684563758,0.67533557,0.677852349,0.658557047,0.691275168,0.75,0.827181208,0.946308725,0.80033557,0.685402685,0.635067114,0.645134228,0.684563758,0.776006711,0.883389262,0.858221477,0.718120805,0.685402685
75,KBM,2021-04-15T20:02:09,75,239,C,148,0.406380753,0.418410042,0.42834728,0.433577406,0.435146444,0.436715481,0.431485356,0.407949791,0.369769874,0.310146444,0.281903766,0.283472803,0.299686192,0.335774059,0.32165272,0.277196653,0.27248954,0.27876569,0.287656904,0.312761506,0.337866109,0.34623431,0.341527197,0.371861925
76,J4,2021-04-15T23:29:34,76,172,C,19,0.851017442,0.860465116,0.872093023,0.873546512,0.878633721,0.880087209,0.864825581,0.774709302,0.676598837,0.640261628,0.611918605,0.61627907,0.601744186,0.587209302,0.583575581,0.57122093,0.568313953,0.577034884,0.566860465,0.632994186,0.692587209,0.743459302,0.760901163,0.810319767
77,TGM1,2021-04-15T23:29:54,77,388,C,206,0.466494845,0.478414948,0.485502577,0.486469072,0.484858247,0.485824742,0.480347938,0.443621134,0.367590206,0.315399485,0.260309278,0.236146907,0.221649485,0.230347938,0.235824742,0.243878866,0.238402062,0.244523196,0.244523196,0.270296392,0.309278351,0.333118557,0.359213918,0.402061856
78,TG3,2021-04-15T23:29:53,78,208,C,75,0.652644231,0.659855769,0.667668269,0.668870192,0.657451923,0.645432692,0.634014423,0.612379808,0.517427885,0.457932692,0.395432692,0.378004808,0.373197115,0.400240385,0.385817308,0.392427885,0.387019231,0.394230769,0.408052885,0.456730769,0.473557692,0.499399038,0.534254808,0.572716346
79,TG6,2021-04-15T23:29:53,79,176,C,61,0.671875,0.685369318,0.703125,0.703835227,0.6953125,0.693892045,0.6640625,0.6171875,0.534090909,0.483664773,0.395596591,0.394176136,0.392755682,0.482954545,0.430397727,0.392755682,0.414772727,0.428267045,0.434659091,0.495028409,0.549005682,0.577414773,0.595880682,0.611505682
80,TG7,2021-04-15T23:29:53,80,362,C,61,0.695096685,0.709944751,0.723411602,0.729281768,0.715124309,0.748273481,0.792472376,0.818024862,0.834599448,0.815262431,0.788328729,0.723756906,0.768646409,0.850483425,0.690953039,0.614986188,0.580801105,0.540055249,0.565607735,0.626381215,0.662292818,0.678522099,0.668853591,0.670234807
81,CR30,2021-04-15T20:02:36,81,54,C,3,0.949074074,0.949074074,0.949074074,0.9375,0.928240741,0.921296296,0.9375,0.907407407,0.854166667,0.814814815,0.833333333,0.851851852,0.884259259,0.916666667,0.902777778,0.921296296,0.87037037,0.891203704,0.918981481,0.94212963,0.923611111,0.956018519,0.949074074,0.935185185
82,RCM,2021-04-15T20:02:36,82,151,C,65,0.550496689,0.560430464,0.561258278,0.558774834,0.560430464,0.554635762,0.54718543,0.502483444,0.511589404,0.523178808,0.543046358,0.587748344,0.673013245,0.754139073,0.718543046,0.639900662,0.632450331,0.580298013,0.53807947,0.530629139,0.610927152,0.655629139,0.60513245,0.551324503
