,carpark_number,update_datetime,id,total_lots,lot_type,lots_available,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
67,JBM,2021-04-12T23:52:53,67,342,C,194,0.431652047,0.445175439,0.457967836,0.462353801,0.447733918,0.44627193,0.4375,0.406432749,0.351973684,0.324561404,0.286915205,0.284356725,0.274853801,0.269371345,0.256578947,0.259502924,0.265350877,0.260233918,0.27375731,0.276681287,0.29751462,0.327850877,0.355263158,0.386330409
68,TE2,2021-04-12T23:52:48,68,213,C,115,0.416666667,0.450704225,0.457159624,0.468309859,0.47241784,0.471830986,0.46713615,0.427230047,0.394953052,0.345657277,0.316314554,0.310446009,0.28814554,0.298122066,0.264084507,0.26056338,0.261737089,0.267605634,0.273474178,0.312206573,0.351525822,0.366197183,0.400821596,0.422535211
69,CR31,2021-04-12T23:51:58,69,92,C,1,0.963315217,0.964673913,0.96875,0.971467391,0.979619565,0.985054348,0.941576087,0.879076087,0.788043478,0.779891304,0.808423913,0.832880435,0.881793478,0.880434783,0.892663043,0.873641304,0.827445652,0.849184783,0.798913043,0.889945652,0.952445652,0.953804348,0.967391304,0.95923913
70,J1,2021-04-12T23:52:45,70,368,C,125,0.670855978,0.680027174,0.688858696,0.693274457,0.686820652,0.68138587,0.677649457,0.628736413,0.498980978,0.397418478,0.3515625,0.34375,0.344089674,0.362092391,0.342391304,0.363790761,0.39232337,0.388247283,0.401834239,0.441915761,0.524796196,0.55298913,0.598845109,0.633491848
71,J2,2021-04-12T23:52:52,71,200,C,59,0.645,0.654375,0.6575,0.656875,0.65125,0.6525,0.61875,0.5575,0.390625,0.319375,0.28625,0.27875,0.263125,0.290625,0.29,0.30625,0.31,0.3375,0.38875,0.445625,0.515,0.56125,0.578125,0.608125
72,J3,2021-04-12T23:52:12,72,308,C,114,0.652191558,0.66599026,0.673295455,0.680600649,0.680600649,0.676948052,0.665178571,0.596185065,0.441152597,0.353084416,0.324675325,0.303977273,0.310876623,0.317775974,0.308441558,0.323457792,0.335633117,0.349837662,0.394886364,0.499594156,0.574269481,0.553571429,0.604707792,0.651785714
73,T37,2021-04-12T23:49:06,73,1174,C,384,0.682495741,0.686222317,0.69431431,0.697189097,0.702406303,0.701448041,0.69165247,0.628300681,0.536307496,0.450489779,0.399808348,0.378407155,0.386818569,0.419825383,0.43068569,0.397998296,0.410136286,0.43217632,0.457623509,0.538969336,0.625,0.644271721,0.642142249,0.669080068
74,KB3,2021-04-12T23:51:24,74,149,C,53,0.619966443,0.631711409,0.630033557,0.64261745,0.640939597,0.650167785,0.623322148,0.594798658,0.579697987,0.547818792,0.560402685,0.632550336,0.75,0.937919463,0.754194631,0.593120805,0.588926174,0.628355705,0.661912752,0.780201342,0.86409396,0.765100671,0.67533557,0.640100671
75,KBM,2021-04-12T23:50:29,75,239,C,137,0.416841004,0.432531381,0.437761506,0.438807531,0.440376569,0.439853556,0.432531381,0.40376569,0.343619247,0.278242678,0.264644351,0.266213389,0.277196653,0.358263598,0.289748954,0.266213389,0.2541841,0.250523013,0.265167364,0.314853556,0.359309623,0.351464435,0.365062762,0.387552301
76,J4,2021-04-12T23:53:02,76,172,C,22,0.864098837,0.867005814,0.875726744,0.88372093,0.886627907,0.885901163,0.86119186,0.759447674,0.65625,0.612645349,0.621366279,0.60755814,0.592296512,0.5625,0.569767442,0.58502907,0.590116279,0.595203488,0.60247093,0.657703488,0.743459302,0.788517442,0.805959302,0.845930233
